"Type","TG2ID","TherapeuticGrp2","DHB","YearDisp","NumDisps","NumPpl","NHIComp"
"Dispensings","1604","Antifungals","Nelson Marlborough",2018,"2438","1582",99.6
"Dispensings","1604","Antifungals","West Coast",2018,"314","241",100
"Dispensings","1604","Antifungals","Canterbury",2018,"9944","6098",99.5
"Dispensings","1604","Antifungals","South Canterbury",2018,"1337","779",99.7
"Dispensings","1604","Antifungals","Southern",2018,"6769","4382",99.5
"Dispensings","1604","Antifungals","New Zealand",2018,"91640","59065",99.5
"Dispensings","1604","Antifungals","Northland",2019,"3146","2103",99.9
"Dispensings","1604","Antifungals","Waitemata",2019,"12247","8116",99.7
"Dispensings","1604","Antifungals","Auckland",2019,"11702","7775",99.1
"Dispensings","1604","Antifungals","Counties Manukau",2019,"9882","6688",99.8
"Dispensings","1604","Antifungals","Waikato",2019,"7227","4577",99.8
"Dispensings","1604","Antifungals","Lakes",2019,"1791","1203",99.5
"Dispensings","1604","Antifungals","Bay of Plenty",2019,"3882","2563",99.9
"Dispensings","1604","Antifungals","Tairawhiti",2019,"996","673",99.9
"Dispensings","1604","Antifungals","Hawke's Bay",2019,"3305","1978",99.9
"Dispensings","1604","Antifungals","Taranaki",2019,"2044","1404",99.5
"Dispensings","1604","Antifungals","MidCentral",2019,"2822","1820",99.8
"Dispensings","1604","Antifungals","Whanganui",2019,"883","604",99.9
"Dispensings","1604","Antifungals","Capital & Coast",2019,"7267","4562",99.2
"Dispensings","1604","Antifungals","Hutt Valley",2019,"2875","1770",99.7
"Dispensings","1604","Antifungals","Wairarapa",2019,"885","493",100
"Dispensings","1604","Antifungals","Nelson Marlborough",2019,"2590","1594",99.8
"Dispensings","1604","Antifungals","West Coast",2019,"349","219",99.7
"Dispensings","1604","Antifungals","Canterbury",2019,"10841","6370",99.7
"Dispensings","1604","Antifungals","South Canterbury",2019,"1432","805",99.8
"Dispensings","1604","Antifungals","Southern",2019,"7369","4689",99.8
"Dispensings","1604","Antifungals","New Zealand",2019,"93535","59729",99.6
"Dispensings","1604","Antifungals","Northland",2020,"3958","2452",100
"Dispensings","1604","Antifungals","Waitemata",2020,"15416","9270",99.8
"Dispensings","1604","Antifungals","Auckland",2020,"14104","8433",99.5
"Dispensings","1604","Antifungals","Counties Manukau",2020,"11104","6810",99.9
"Dispensings","1604","Antifungals","Waikato",2020,"9195","5280",99.8
"Dispensings","1604","Antifungals","Lakes",2020,"2217","1315",99.5
"Dispensings","1604","Antifungals","Bay of Plenty",2020,"5091","2900",99.7
"Dispensings","1604","Antifungals","Tairawhiti",2020,"1205","734",99.9
"Dispensings","1604","Antifungals","Hawke's Bay",2020,"4159","2365",99.9
"Dispensings","1604","Antifungals","Taranaki",2020,"2636","1593",99.3
"Dispensings","1604","Antifungals","MidCentral",2020,"3799","2170",99.9
"Dispensings","1604","Antifungals","Whanganui",2020,"1388","752",99.9
"Dispensings","1604","Antifungals","Capital & Coast",2020,"9338","5116",99.5
"Dispensings","1604","Antifungals","Hutt Valley",2020,"3967","1995",99.8
"Dispensings","1604","Antifungals","Wairarapa",2020,"1224","645",99.8
"Dispensings","1604","Antifungals","Nelson Marlborough",2020,"3118","1686",100
"Dispensings","1604","Antifungals","West Coast",2020,"650","373",100
"Dispensings","1604","Antifungals","Canterbury",2020,"12773","6941",99.8
"Dispensings","1604","Antifungals","South Canterbury",2020,"1799","919",99.7
"Dispensings","1604","Antifungals","Southern",2020,"10060","5606",99.7
"Dispensings","1604","Antifungals","New Zealand",2020,"117201","66956",99.7
"Dispensings","1604","Antifungals","Northland",2021,"4795","3009",100
"Dispensings","1604","Antifungals","Waitemata",2021,"16865","10347",99.8
"Dispensings","1604","Antifungals","Auckland",2021,"15152","9263",99.7
"Dispensings","1604","Antifungals","Counties Manukau",2021,"12044","7552",100
"Dispensings","1604","Antifungals","Waikato",2021,"10677","6176",99.9
"Dispensings","1604","Antifungals","Lakes",2021,"2630","1573",100
"Dispensings","1604","Antifungals","Bay of Plenty",2021,"5750","3611",99.9
"Dispensings","1604","Antifungals","Tairawhiti",2021,"1545","927",100
"Dispensings","1604","Antifungals","Hawke's Bay",2021,"5463","3051",99.9
"Dispensings","1604","Antifungals","Taranaki",2021,"3285","2089",99.8
"Dispensings","1604","Antifungals","MidCentral",2021,"4789","2816",100
"Dispensings","1604","Antifungals","Whanganui",2021,"1666","972",99.9
"Dispensings","1604","Antifungals","Capital & Coast",2021,"10245","5906",99.8
"Dispensings","1604","Antifungals","Hutt Valley",2021,"4076","2381",99.9
"Dispensings","1604","Antifungals","Wairarapa",2021,"1272","682",99.8
"Dispensings","1604","Antifungals","Nelson Marlborough",2021,"3424","2009",100
"Dispensings","1604","Antifungals","West Coast",2021,"807","515",100
"Dispensings","1604","Antifungals","Canterbury",2021,"13839","8058",99.9
"Dispensings","1604","Antifungals","South Canterbury",2021,"2066","1119",99.9
"Dispensings","1604","Antifungals","Southern",2021,"10946","6482",99.9
"Dispensings","1604","Antifungals","New Zealand",2021,"131336","78035",99.9
"Dispensings","1604","Antifungals","Northland",2022,"4915","3081",100
"Dispensings","1604","Antifungals","Waitemata",2022,"17553","10815",99.8
"Dispensings","1604","Antifungals","Auckland",2022,"15277","9455",99.8
"Dispensings","1604","Antifungals","Counties Manukau",2022,"12508","7934",99.9
"Dispensings","1604","Antifungals","Waikato",2022,"11042","6633",99.9
"Dispensings","1604","Antifungals","Lakes",2022,"2450","1484",99.9
"Dispensings","1604","Antifungals","Bay of Plenty",2022,"5835","3689",99.9
"Dispensings","1604","Antifungals","Tairawhiti",2022,"1765","1011",99.8
"Dispensings","1604","Antifungals","Hawke's Bay",2022,"5707","3087",99.9
"Dispensings","1604","Antifungals","Taranaki",2022,"3204","1995",99.9
"Dispensings","1604","Antifungals","MidCentral",2022,"5053","2810",99.9
"Dispensings","1604","Antifungals","Whanganui",2022,"1755","1015",99.9
"Dispensings","1604","Antifungals","Capital & Coast",2022,"10058","5945",99.8
"Dispensings","1604","Antifungals","Hutt Valley",2022,"3769","2253",100
"Dispensings","1604","Antifungals","Wairarapa",2022,"1275","705",99.9
"Dispensings","1604","Antifungals","Nelson Marlborough",2022,"3164","1914",100
"Dispensings","1604","Antifungals","West Coast",2022,"796","475",100
"Dispensings","1604","Antifungals","Canterbury",2022,"14008","7995",100
"Dispensings","1604","Antifungals","South Canterbury",2022,"1983","1147",99.9
"Dispensings","1604","Antifungals","Southern",2022,"11039","6602",99.9
"Dispensings","1604","Antifungals","New Zealand",2022,"133156","79596",99.9
"Initial dispensings","1007","Antifungals Topical","Northland",2018,"7968","6323",99.8
"Initial dispensings","1007","Antifungals Topical","Waitemata",2018,"27246","21501",99.5
"Initial dispensings","1007","Antifungals Topical","Auckland",2018,"24545","18585",99.3
"Initial dispensings","1007","Antifungals Topical","Counties Manukau",2018,"30234","22653",99.8
"Initial dispensings","1007","Antifungals Topical","Waikato",2018,"14425","11656",99.4
"Initial dispensings","1007","Antifungals Topical","Lakes",2018,"3996","3306",99
"Initial dispensings","1007","Antifungals Topical","Bay of Plenty",2018,"9487","7820",99.7
"Initial dispensings","1007","Antifungals Topical","Tairawhiti",2018,"1977","1586",99.7
"Initial dispensings","1007","Antifungals Topical","Hawke's Bay",2018,"6271","5030",99.8
"Initial dispensings","1007","Antifungals Topical","Taranaki",2018,"4129","3267",99.3
"Initial dispensings","1007","Antifungals Topical","MidCentral",2018,"6083","4902",99.6
"Initial dispensings","1007","Antifungals Topical","Whanganui",2018,"2419","1896",99.6
"Initial dispensings","1007","Antifungals Topical","Capital & Coast",2018,"10950","8973",99.2
"Initial dispensings","1007","Antifungals Topical","Hutt Valley",2018,"5462","4373",99.3
"Initial dispensings","1007","Antifungals Topical","Wairarapa",2018,"1486","1212",99.1
"Initial dispensings","1007","Antifungals Topical","Nelson Marlborough",2018,"4831","3941",99.8
"Initial dispensings","1007","Antifungals Topical","West Coast",2018,"955","741",99.5
"Initial dispensings","1007","Antifungals Topical","Canterbury",2018,"21390","17248",99.6
"Initial dispensings","1007","Antifungals Topical","South Canterbury",2018,"2010","1620",99.7
"Initial dispensings","1007","Antifungals Topical","Southern",2018,"11760","9482",99.4
"Initial dispensings","1007","Antifungals Topical","New Zealand",2018,"197624","155572",99.5
"Initial dispensings","1007","Antifungals Topical","Northland",2019,"7866","6206",99.9
"Initial dispensings","1007","Antifungals Topical","Waitemata",2019,"27430","21377",99.6
"Initial dispensings","1007","Antifungals Topical","Auckland",2019,"24825","18731",99.5
"Initial dispensings","1007","Antifungals Topical","Counties Manukau",2019,"29611","22190",99.7
"Initial dispensings","1007","Antifungals Topical","Waikato",2019,"14276","11437",99.6
"Initial dispensings","1007","Antifungals Topical","Lakes",2019,"3905","3193",99.4
"Initial dispensings","1007","Antifungals Topical","Bay of Plenty",2019,"9377","7693",99.8
"Initial dispensings","1007","Antifungals Topical","Tairawhiti",2019,"1710","1374",99.8
"Initial dispensings","1007","Antifungals Topical","Hawke's Bay",2019,"6512","5220",99.9
"Initial dispensings","1007","Antifungals Topical","Taranaki",2019,"4330","3411",99.7
"Initial dispensings","1007","Antifungals Topical","MidCentral",2019,"6008","4839",99.9
"Initial dispensings","1007","Antifungals Topical","Whanganui",2019,"2286","1811",99.7
"Initial dispensings","1007","Antifungals Topical","Capital & Coast",2019,"10800","8864",99.5
"Initial dispensings","1007","Antifungals Topical","Hutt Valley",2019,"5400","4319",99.5
"Initial dispensings","1007","Antifungals Topical","Wairarapa",2019,"1473","1227",99.8
"Initial dispensings","1007","Antifungals Topical","Nelson Marlborough",2019,"5261","4209",99.7
"Initial dispensings","1007","Antifungals Topical","West Coast",2019,"897","684",99.8
"Initial dispensings","1007","Antifungals Topical","Canterbury",2019,"21756","17624",99.7
"Initial dispensings","1007","Antifungals Topical","South Canterbury",2019,"2072","1657",100
"Initial dispensings","1007","Antifungals Topical","Southern",2019,"12324","10017",99.7
"Initial dispensings","1007","Antifungals Topical","New Zealand",2019,"198119","155526",99.7
"Initial dispensings","1007","Antifungals Topical","Northland",2020,"7301","5690",99.8
"Initial dispensings","1007","Antifungals Topical","Waitemata",2020,"24484","19002",99.7
"Initial dispensings","1007","Antifungals Topical","Auckland",2020,"22164","16631",99.7
"Initial dispensings","1007","Antifungals Topical","Counties Manukau",2020,"26087","19288",99.8
"Initial dispensings","1007","Antifungals Topical","Waikato",2020,"13569","10746",99.7
"Initial dispensings","1007","Antifungals Topical","Lakes",2020,"3607","2879",99.6
"Initial dispensings","1007","Antifungals Topical","Bay of Plenty",2020,"8356","6888",99.7
"Initial dispensings","1007","Antifungals Topical","Tairawhiti",2020,"1508","1197",99.8
"Initial dispensings","1007","Antifungals Topical","Hawke's Bay",2020,"5952","4692",99.9
"Initial dispensings","1007","Antifungals Topical","Taranaki",2020,"3755","2975",99.5
"Initial dispensings","1007","Antifungals Topical","MidCentral",2020,"5649","4494",99.8
"Initial dispensings","1007","Antifungals Topical","Whanganui",2020,"2218","1698",99.8
"Initial dispensings","1007","Antifungals Topical","Capital & Coast",2020,"10301","8319",99.5
"Initial dispensings","1007","Antifungals Topical","Hutt Valley",2020,"5271","4170",99.8
"Initial dispensings","1007","Antifungals Topical","Wairarapa",2020,"1387","1116",99.9
"Initial dispensings","1007","Antifungals Topical","Nelson Marlborough",2020,"4942","3883",99.8
"Initial dispensings","1007","Antifungals Topical","West Coast",2020,"805","649",99.8
"Initial dispensings","1007","Antifungals Topical","Canterbury",2020,"20338","16207",99.8
"Initial dispensings","1007","Antifungals Topical","South Canterbury",2020,"1837","1459",100
"Initial dispensings","1007","Antifungals Topical","Southern",2020,"11872","9461",99.6
"Initial dispensings","1007","Antifungals Topical","New Zealand",2020,"181403","140975",99.7
"Initial dispensings","1007","Antifungals Topical","Northland",2021,"7385","5742",99.9
"Initial dispensings","1007","Antifungals Topical","Waitemata",2021,"25049","19034",99.8
"Initial dispensings","1007","Antifungals Topical","Auckland",2021,"22228","16502",99.8
"Initial dispensings","1007","Antifungals Topical","Counties Manukau",2021,"25166","18551",99.9
"Initial dispensings","1007","Antifungals Topical","Waikato",2021,"13517","10763",99.8
"Initial dispensings","1007","Antifungals Topical","Lakes",2021,"3664","2932",99.7
"Initial dispensings","1007","Antifungals Topical","Bay of Plenty",2021,"8824","7156",99.8
"Initial dispensings","1007","Antifungals Topical","Tairawhiti",2021,"1663","1295",99.9
"Initial dispensings","1007","Antifungals Topical","Hawke's Bay",2021,"6220","4878",99.9
"Initial dispensings","1007","Antifungals Topical","Taranaki",2021,"3694","2968",99.9
"Initial dispensings","1007","Antifungals Topical","MidCentral",2021,"5943","4718",99.9
"Initial dispensings","1007","Antifungals Topical","Whanganui",2021,"2323","1812",99.7
"Initial dispensings","1007","Antifungals Topical","Capital & Coast",2021,"10325","8367",99.7
"Initial dispensings","1007","Antifungals Topical","Hutt Valley",2021,"5175","4092",99.8
"Initial dispensings","1007","Antifungals Topical","Wairarapa",2021,"1550","1273",99.8
"Initial dispensings","1007","Antifungals Topical","Nelson Marlborough",2021,"5175","4134",99.9
"Initial dispensings","1007","Antifungals Topical","West Coast",2021,"942","757",100
"Initial dispensings","1007","Antifungals Topical","Canterbury",2021,"20781","16583",99.9
"Initial dispensings","1007","Antifungals Topical","South Canterbury",2021,"1886","1492",99.9
"Initial dispensings","1007","Antifungals Topical","Southern",2021,"12021","9589",99.8
"Initial dispensings","1007","Antifungals Topical","New Zealand",2021,"183531","142108",99.8
"Initial dispensings","1007","Antifungals Topical","Northland",2022,"7158","5642",99.9
"Initial dispensings","1007","Antifungals Topical","Waitemata",2022,"25339","19307",99.9
"Initial dispensings","1007","Antifungals Topical","Auckland",2022,"21767","16244",99.9
"Initial dispensings","1007","Antifungals Topical","Counties Manukau",2022,"25797","19148",99.9
"Initial dispensings","1007","Antifungals Topical","Waikato",2022,"13395","10541",99.9
"Initial dispensings","1007","Antifungals Topical","Lakes",2022,"3359","2693",99.7
"Initial dispensings","1007","Antifungals Topical","Bay of Plenty",2022,"8855","7163",99.9
"Initial dispensings","1007","Antifungals Topical","Tairawhiti",2022,"1455","1137",99.9
"Initial dispensings","1007","Antifungals Topical","Hawke's Bay",2022,"6031","4716",100
"Initial dispensings","1007","Antifungals Topical","Taranaki",2022,"3200","2570",99.8
"Initial dispensings","1007","Antifungals Topical","MidCentral",2022,"5653","4376",99.9
"Initial dispensings","1007","Antifungals Topical","Whanganui",2022,"2155","1713",99.9
"Initial dispensings","1007","Antifungals Topical","Capital & Coast",2022,"9685","7816",99.8
"Initial dispensings","1007","Antifungals Topical","Hutt Valley",2022,"5180","4059",99.9
"Initial dispensings","1007","Antifungals Topical","Wairarapa",2022,"1441","1169",99.8
"Initial dispensings","1007","Antifungals Topical","Nelson Marlborough",2022,"4812","3786",99.9
"Initial dispensings","1007","Antifungals Topical","West Coast",2022,"916","694",99.9
"Initial dispensings","1007","Antifungals Topical","Canterbury",2022,"20545","16141",99.9
"Initial dispensings","1007","Antifungals Topical","South Canterbury",2022,"1787","1402",99.9
"Initial dispensings","1007","Antifungals Topical","Southern",2022,"11327","8964",99.9
"Initial dispensings","1007","Antifungals Topical","New Zealand",2022,"179857","138837",99.9
"Dispensings","1007","Antifungals Topical","Northland",2018,"8741","6381",99.9
"Dispensings","1007","Antifungals Topical","Waitemata",2018,"30616","21717",99.5
"Dispensings","1007","Antifungals Topical","Auckland",2018,"27140","18746",99.3
"Dispensings","1007","Antifungals Topical","Counties Manukau",2018,"33899","22885",99.8
